cbsa,metro,geotype,group,_20plus_share_00to0509,_20plus_share_00to0509_sig,_20plus_share_0509to1014,_20plus_share_0509to1014_sig,_20plus_share_00to1014,_20plus_share_00to1014_sig,_40plus_share_00to0509,_40plus_share_00to0509_sig,_40plus_share_0509to1014,_40plus_share_0509to1014_sig,_40plus_share_00to1014,_40plus_share_00to1014_sig
26420,"Houston-The Woodlands-Sugar Land, TX",Metro,All,0.04770,Increase,0.04528,Increase,0.09298,Increase,0.05032,Increase,0.03841,Increase,0.08873,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Metro,Black,0.01000,No Change,-0.00543,No Change,0.00457,No Change,0.02770,Increase,0.00161,No Change,0.02931,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Metro,Hispanic,0.03399,Increase,0.05539,Increase,0.08938,Increase,0.07667,Increase,0.06539,Increase,0.14206,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Metro,Non-Hispanic White,0.07698,Increase,0.04693,Increase,0.12390,Increase,0.01739,Increase,0.01374,Increase,0.03112,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Suburb,All,0.05562,Increase,0.10530,Increase,0.16092,Increase,0.01812,Increase,0.01664,Increase,0.03477,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Suburb,Black,-0.02604,No Change,0.06752,Increase,0.04147,Increase,0.01687,Increase,-0.01195,No Change,0.00492,No Change
26420,"Houston-The Woodlands-Sugar Land, TX",Suburb,Hispanic,0.05295,Increase,0.11990,Increase,0.17285,Increase,0.02568,Increase,0.03074,Increase,0.05642,Increase
26420,"Houston-The Woodlands-Sugar Land, TX",Suburb,Non-Hispanic White,0.08169,Increase,0.05477,Increase,0.13646,Increase,0.01004,Increase,0.00711,Increase,0.01716,Increase
26900,"Indianapolis-Carmel-Anderson, IN",City,All,0.20413,Increase,0.06098,Increase,0.26512,Increase,0.08977,Increase,0.17003,Increase,0.25980,Increase
26900,"Indianapolis-Carmel-Anderson, IN",City,Black,0.16051,Increase,0.05496,No Change,0.21547,Increase,0.09079,Increase,0.19869,Increase,0.28948,Increase
26900,"Indianapolis-Carmel-Anderson, IN",City,Hispanic,0.22002,Increase,0.14777,No Change,0.36779,Increase,0.09129,Increase,0.19603,Increase,0.28732,Increase
26900,"Indianapolis-Carmel-Anderson, IN",City,Non-Hispanic White,0.24533,Increase,0.01828,No Change,0.26361,Increase,0.09549,Increase,0.13872,Increase,0.23421,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Metro,All,0.14380,Increase,0.10050,Increase,0.24429,Increase,0.06135,Increase,0.12879,Increase,0.19014,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Metro,Black,0.12348,Increase,0.08350,Increase,0.20698,Increase,0.08009,Increase,0.20311,Increase,0.28320,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Metro,Hispanic,0.16539,Increase,0.14807,Increase,0.31347,Increase,0.07964,Increase,0.17038,Increase,0.25002,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Metro,Non-Hispanic White,0.15302,Increase,0.07462,Increase,0.22765,Increase,0.05183,Increase,0.07850,Increase,0.13034,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Suburb,All,0.04846,Increase,0.19274,Increase,0.24120,Increase,0.01190,Increase,0.06744,Increase,0.07935,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Suburb,Black,-0.12140,Decrease,0.34593,Increase,0.22453,Increase,0.00707,No Change,0.25491,Increase,0.26198,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Suburb,Hispanic,-0.01104,No Change,0.23647,Increase,0.22543,Increase,0.03786,Increase,0.11271,Increase,0.15058,Increase
26900,"Indianapolis-Carmel-Anderson, IN",Suburb,Non-Hispanic White,0.06460,Increase,0.15069,Increase,0.21529,Increase,0.00973,Increase,0.03235,Increase,0.04208,Increase
27140,"Jackson, MS",City,All,0.00421,No Change,0.03690,No Change,0.04111,No Change,0.20972,Increase,-0.00048,No Change,0.20923,Increase
27140,"Jackson, MS",City,Black,-0.00644,No Change,0.03017,No Change,0.02373,No Change,0.22062,Increase,-0.00407,No Change,0.21654,Increase
27140,"Jackson, MS",City,Hispanic,-0.41199,No Change,0.44104,No Change,0.02904,No Change,0.10107,No Change,0.05104,No Change,0.15212,No Change
27140,"Jackson, MS",City,Non-Hispanic White,0.17347,No Change,-0.12127,No Change,0.05220,No Change,0.12278,Increase,0.00278,No Change,0.12557,Increase
27140,"Jackson, MS",Metro,All,0.01090,No Change,0.03761,No Change,0.04850,Increase,0.11220,Increase,-0.00929,No Change,0.10291,Increase
27140,"Jackson, MS",Metro,Black,-0.00761,No Change,0.05587,No Change,0.04826,No Change,0.13396,Increase,0.00346,No Change,0.13742,Increase
27140,"Jackson, MS",Metro,Hispanic,-0.12068,No Change,0.21763,No Change,0.09695,No Change,0.14431,No Change,0.03834,No Change,0.18265,Increase
27140,"Jackson, MS",Metro,Non-Hispanic White,0.09763,Increase,0.02523,No Change,0.12286,Increase,0.02029,No Change,-0.00263,No Change,0.01766,Increase
27140,"Jackson, MS",Suburb,All,0.01731,No Change,0.04638,No Change,0.06369,Increase,0.02943,Increase,-0.01219,No Change,0.01724,No Change
27140,"Jackson, MS",Suburb,Black,-0.00956,No Change,0.07126,No Change,0.06170,No Change,0.03803,Increase,0.00551,No Change,0.04354,Increase
27140,"Jackson, MS",Suburb,Hispanic,-0.00105,No Change,0.15473,No Change,0.15368,No Change,0.16943,No Change,0.02673,No Change,0.19616,Increase
27140,"Jackson, MS",Suburb,Non-Hispanic White,0.08252,Increase,0.07765,No Change,0.16017,Increase,-0.00678,No Change,0.01043,No Change,0.00365,No Change
27260,"Jacksonville, FL",City,All,0.11305,Increase,0.10946,Increase,0.22251,Increase,0.04884,Increase,0.01036,No Change,0.05920,Increase
27260,"Jacksonville, FL",City,Black,0.08347,Increase,0.10395,Increase,0.18743,Increase,0.08515,Increase,0.01893,No Change,0.10408,Increase
27260,"Jacksonville, FL",City,Hispanic,0.24410,Increase,0.13368,No Change,0.37778,Increase,0.06073,No Change,-0.00451,No Change,0.05622,Increase
27260,"Jacksonville, FL",City,Non-Hispanic White,0.15223,Increase,0.10966,Increase,0.26189,Increase,0.00430,No Change,0.01770,No Change,0.02200,Increase
27260,"Jacksonville, FL",Metro,All,0.07360,Increase,0.10306,Increase,0.17666,Increase,0.03093,Increase,0.00659,No Change,0.03752,Increase
27260,"Jacksonville, FL",Metro,Black,0.06882,Increase,0.10206,Increase,0.17088,Increase,0.07332,Increase,0.01992,No Change,0.09324,Increase
27260,"Jacksonville, FL",Metro,Hispanic,0.16852,Increase,0.14479,Increase,0.31332,Increase,0.04551,No Change,-0.00074,No Change,0.04477,Increase
27260,"Jacksonville, FL",Metro,Non-Hispanic White,0.09317,Increase,0.10885,Increase,0.20203,Increase,0.00032,No Change,0.00886,No Change,0.00918,Increase
27260,"Jacksonville, FL",Suburb,All,0.01277,No Change,0.09407,Increase,0.10685,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
27260,"Jacksonville, FL",Suburb,Black,-0.00686,No Change,0.03845,No Change,0.03159,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
27260,"Jacksonville, FL",Suburb,Hispanic,-0.06037,No Change,0.13445,Increase,0.07408,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
27260,"Jacksonville, FL",Suburb,Non-Hispanic White,0.02413,Increase,0.11590,Increase,0.14003,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
28140,"Kansas City, MO-KS",City,All,0.06991,Increase,0.10781,Increase,0.17772,Increase,0.14383,Increase,0.07254,Increase,0.21637,Increase
28140,"Kansas City, MO-KS",City,Black,0.03532,No Change,0.07596,No Change,0.11128,Increase,0.17957,Increase,0.06686,Increase,0.24643,Increase
28140,"Kansas City, MO-KS",City,Hispanic,0.12527,No Change,0.07100,No Change,0.19627,Increase,0.19912,Increase,0.09409,Increase,0.29321,Increase
28140,"Kansas City, MO-KS",City,Non-Hispanic White,0.09848,Increase,0.14575,Increase,0.24423,Increase,0.08216,Increase,0.06414,Increase,0.14630,Increase
28140,"Kansas City, MO-KS",Metro,All,0.04726,Increase,0.10426,Increase,0.15152,Increase,0.08005,Increase,0.03108,Increase,0.11113,Increase
28140,"Kansas City, MO-KS",Metro,Black,0.00933,No Change,0.07498,Increase,0.08431,Increase,0.14734,Increase,0.04691,Increase,0.19425,Increase
28140,"Kansas City, MO-KS",Metro,Hispanic,0.08179,No Change,0.05677,No Change,0.13856,Increase,0.13595,Increase,0.05112,Increase,0.18707,Increase
28140,"Kansas City, MO-KS",Metro,Non-Hispanic White,0.06710,Increase,0.12168,Increase,0.18879,Increase,0.03547,Increase,0.01672,Increase,0.05219,Increase
28140,"Kansas City, MO-KS",Suburb,All,0.07569,Increase,0.13765,Increase,0.21334,Increase,0.01555,Increase,0.00326,No Change,0.01881,Increase
28140,"Kansas City, MO-KS",Suburb,Black,0.11227,Increase,0.17357,Increase,0.28584,Increase,0.01382,Increase,0.00767,No Change,0.02149,Increase
28140,"Kansas City, MO-KS",Suburb,Hispanic,0.11215,Increase,0.12750,Increase,0.23965,Increase,0.00607,No Change,0.00851,No Change,0.01458,Increase
28140,"Kansas City, MO-KS",Suburb,Non-Hispanic White,0.06523,Increase,0.13061,Increase,0.19584,Increase,0.01515,Increase,0.00323,No Change,0.01838,Increase
28940,"Knoxville, TN",City,All,0.06645,Increase,0.08281,No Change,0.14926,Increase,0.13029,Increase,-0.02223,No Change,0.10806,Increase
28940,"Knoxville, TN",City,Black,-0.01412,No Change,0.10161,No Change,0.08749,No Change,0.17860,Increase,0.00052,No Change,0.17912,Increase
28940,"Knoxville, TN",City,Hispanic,0.15296,No Change,-0.20053,No Change,-0.04757,No Change,0.06016,No Change,0.02190,No Change,0.08205,No Change
28940,"Knoxville, TN",City,Non-Hispanic White,0.08427,Increase,0.08701,No Change,0.17127,Increase,0.10364,Increase,-0.05378,No Change,0.04986,Increase
28940,"Knoxville, TN",Metro,All,0.07834,Increase,0.04975,Increase,0.12809,Increase,0.04253,Increase,-0.02236,Decrease,0.02017,Increase
28940,"Knoxville, TN",Metro,Black,0.06115,No Change,0.09234,No Change,0.15350,Increase,0.15657,Increase,0.00324,No Change,0.15981,Increase
28940,"Knoxville, TN",Metro,Hispanic,0.10071,No Change,-0.01425,No Change,0.08646,No Change,0.02150,No Change,-0.01353,No Change,0.00798,No Change
28940,"Knoxville, TN",Metro,Non-Hispanic White,0.07291,Increase,0.04962,Increase,0.12253,Increase,0.02337,Increase,-0.02430,Decrease,-0.00093,No Change
28940,"Knoxville, TN",Suburb,All,0.08342,Increase,0.05590,Increase,0.13932,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
28940,"Knoxville, TN",Suburb,Black,0.25092,No Change,0.05299,No Change,0.30390,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
28940,"Knoxville, TN",Suburb,Hispanic,0.07124,No Change,0.10115,No Change,0.17239,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
28940,"Knoxville, TN",Suburb,Non-Hispanic White,0.07237,Increase,0.05605,Increase,0.12843,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
29460,"Lakeland-Winter Haven, FL",City,All,-0.01449,No Change,0.17818,Increase,0.16369,Increase,-0.05007,Decrease,0.03435,Increase,-0.01572,No Change
29460,"Lakeland-Winter Haven, FL",City,Black,-0.24229,Decrease,0.23606,No Change,-0.00623,No Change,-0.07708,Decrease,0.10212,Increase,0.02504,No Change
29460,"Lakeland-Winter Haven, FL",City,Hispanic,0.09765,No Change,0.14309,No Change,0.24074,No Change,-0.06819,Decrease,-0.02803,No Change,-0.09622,Decrease
29460,"Lakeland-Winter Haven, FL",City,Non-Hispanic White,0.08571,No Change,0.16771,Increase,0.25342,Increase,-0.01955,No Change,0.02210,No Change,0.00256,No Change
29460,"Lakeland-Winter Haven, FL",Metro,All,0.02736,No Change,0.22089,Increase,0.24825,Increase,0.03551,Increase,0.03820,Increase,0.07372,Increase
29460,"Lakeland-Winter Haven, FL",Metro,Black,-0.07988,No Change,0.18741,Increase,0.10754,No Change,0.08105,Increase,0.01098,No Change,0.09203,Increase
29460,"Lakeland-Winter Haven, FL",Metro,Hispanic,0.06136,No Change,0.20626,Increase,0.26762,Increase,0.04318,Increase,0.07197,Increase,0.11515,Increase
29460,"Lakeland-Winter Haven, FL",Metro,Non-Hispanic White,0.06289,Increase,0.24578,Increase,0.30867,Increase,0.01544,Increase,0.02879,Increase,0.04423,Increase
29460,"Lakeland-Winter Haven, FL",Suburb,All,0.04983,Increase,0.22938,Increase,0.27920,Increase,0.06165,Increase,0.03916,Increase,0.10081,Increase
29460,"Lakeland-Winter Haven, FL",Suburb,Black,0.00417,No Change,0.17206,No Change,0.17623,Increase,0.14568,Increase,-0.01655,No Change,0.12913,Increase
29460,"Lakeland-Winter Haven, FL",Suburb,Hispanic,0.05734,No Change,0.21596,Increase,0.27331,Increase,0.06596,Increase,0.09307,Increase,0.15903,Increase
29460,"Lakeland-Winter Haven, FL",Suburb,Non-Hispanic White,0.06197,Increase,0.26190,Increase,0.32387,Increase,0.02582,Increase,0.03018,Increase,0.05599,Increase
29820,"Las Vegas-Henderson-Paradise, NV",City,All,0.02086,No Change,0.18474,Increase,0.20559,Increase,0.11892,Increase,-0.00363,No Change,0.11529,Increase
29820,"Las Vegas-Henderson-Paradise, NV",City,Black,0.05556,No Change,0.11254,No Change,0.16811,Increase,0.25755,Increase,-0.12862,Decrease,0.12894,Increase
29820,"Las Vegas-Henderson-Paradise, NV",City,Hispanic,-0.03175,No Change,0.26873,Increase,0.23699,Increase,0.12964,Increase,0.05169,Increase,0.18133,Increase
29820,"Las Vegas-Henderson-Paradise, NV",City,Non-Hispanic White,0.03755,Increase,0.14720,Increase,0.18475,Increase,0.06073,Increase,-0.00712,No Change,0.05361,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Metro,All,0.03055,Increase,0.19986,Increase,0.23041,Increase,0.06214,Increase,0.05155,Increase,0.11369,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Metro,Black,-0.05605,No Change,0.17016,Increase,0.11412,Increase,0.10058,Increase,0.01026,No Change,0.11084,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Metro,Hispanic,0.00960,No Change,0.23480,Increase,0.24440,Increase,0.07714,Increase,0.09177,Increase,0.16891,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Metro,Non-Hispanic White,0.04638,Increase,0.17999,Increase,0.22637,Increase,0.03012,Increase,0.03231,Increase,0.06243,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Suburb,All,0.04077,Increase,0.21092,Increase,0.25170,Increase,0.02205,Increase,0.09169,Increase,0.11374,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Suburb,Black,-0.12447,Decrease,0.20334,Increase,0.07887,Increase,0.01066,Increase,0.09705,Increase,0.10771,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Suburb,Hispanic,0.04157,No Change,0.21287,Increase,0.25445,Increase,0.04142,Increase,0.12039,Increase,0.16181,Increase
29820,"Las Vegas-Henderson-Paradise, NV",Suburb,Non-Hispanic White,0.05419,Increase,0.20704,Increase,0.26123,Increase,0.00524,Increase,0.06461,Increase,0.06986,Increase
30780,"Little Rock-North Little Rock-Conway, AR",City,All,0.04544,No Change,0.10251,No Change,0.14796,Increase,-0.02392,Decrease,0.09962,Increase,0.07571,Increase
30780,"Little Rock-North Little Rock-Conway, AR",City,Black,0.02184,No Change,0.09635,No Change,0.11818,Increase,-0.02022,No Change,0.12425,Increase,0.10403,Increase
30780,"Little Rock-North Little Rock-Conway, AR",City,Hispanic,0.38841,Increase,0.14704,No Change,0.53545,Increase,0.01915,No Change,0.05302,No Change,0.07217,Increase
30780,"Little Rock-North Little Rock-Conway, AR",City,Non-Hispanic White,0.07373,No Change,0.06355,No Change,0.13728,Increase,-0.05045,Decrease,0.07240,Increase,0.02196,No Change
30780,"Little Rock-North Little Rock-Conway, AR",Metro,All,0.09272,Increase,0.00965,No Change,0.10237,Increase,0.03333,Increase,0.03087,Increase,0.06419,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Metro,Black,0.06799,No Change,0.01560,No Change,0.08359,Increase,0.05182,Increase,0.06581,Increase,0.11763,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Metro,Hispanic,0.34310,Increase,0.05431,No Change,0.39741,Increase,0.02838,No Change,0.02305,No Change,0.05143,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Metro,Non-Hispanic White,0.10066,Increase,-0.01161,No Change,0.08904,Increase,0.01691,Increase,0.01151,No Change,0.02842,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Suburb,All,0.13437,Increase,-0.03872,No Change,0.09565,Increase,0.06162,Increase,-0.00127,No Change,0.06035,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Suburb,Black,0.13938,Increase,-0.07574,No Change,0.06365,No Change,0.11514,Increase,0.01413,No Change,0.12928,Increase
30780,"Little Rock-North Little Rock-Conway, AR",Suburb,Hispanic,0.30383,Increase,-0.00509,No Change,0.29874,Increase,0.03566,No Change,0.00126,No Change,0.03692,No Change
30780,"Little Rock-North Little Rock-Conway, AR",Suburb,Non-Hispanic White,0.10684,Increase,-0.02293,No Change,0.08392,Increase,0.02941,Increase,0.00145,No Change,0.03086,Increase
31080,"Los Angeles-Long Beach-Anaheim, CA",City,All,-0.07160,Decrease,0.06736,Increase,-0.00424,No Change,-0.07007,Decrease,0.05937,Increase,-0.01070,Decrease
31080,"Los Angeles-Long Beach-Anaheim, CA",City,Black,-0.05178,No Change,0.02996,No Change,-0.02182,No Change,-0.10164,Decrease,0.06045,Increase,-0.04119,Decrease
31080,"Los Angeles-Long Beach-Anaheim, CA",City,Hispanic,-0.06318,Decrease,0.06940,Increase,0.00621,No Change,-0.08468,Decrease,0.08884,Increase,0.00416,No Change
31080,"Los Angeles-Long Beach-Anaheim, CA",City,Non-Hispanic White,-0.09658,Decrease,0.11727,Increase,0.02068,Increase,-0.00906,No Change,-0.00496,No Change,-0.01402,Decrease
31080,"Los Angeles-Long Beach-Anaheim, CA",Metro,All,-0.09005,Decrease,0.09577,Increase,0.00572,No Change,-0.04443,Decrease,0.04271,Increase,-0.00172,No Change
31080,"Los Angeles-Long Beach-Anaheim, CA",Metro,Black,-0.09043,Decrease,0.06861,Increase,-0.02182,No Change,-0.07236,Decrease,0.04633,Increase,-0.02602,Decrease
31080,"Los Angeles-Long Beach-Anaheim, CA",Metro,Hispanic,-0.09017,Decrease,0.10551,Increase,0.01533,Increase,-0.05515,Decrease,0.06424,Increase,0.00908,Increase
31080,"Los Angeles-Long Beach-Anaheim, CA",Metro,Non-Hispanic White,-0.06207,Decrease,0.08968,Increase,0.02760,Increase,-0.00406,Decrease,0.00110,No Change,-0.00296,Decrease
31080,"Los Angeles-Long Beach-Anaheim, CA",Suburb,All,-0.10381,Decrease,0.13012,Increase,0.02630,Increase,-0.01938,Decrease,0.03375,Increase,0.01437,Increase
31080,"Los Angeles-Long Beach-Anaheim, CA",Suburb,Black,-0.14122,Decrease,0.12915,Increase,-0.01206,No Change,-0.02564,Decrease,0.02986,Increase,0.00422,No Change
31080,"Los Angeles-Long Beach-Anaheim, CA",Suburb,Hispanic,-0.11688,Decrease,0.14994,Increase,0.03306,Increase,-0.02680,Decrease,0.04918,Increase,0.02237,Increase
31080,"Los Angeles-Long Beach-Anaheim, CA",Suburb,Non-Hispanic White,-0.03898,Decrease,0.07159,Increase,0.03260,Increase,-0.00074,No Change,0.00528,Increase,0.00455,Increase
31140,"Louisville/Jefferson County, KY-IN",City,All,0.00811,No Change,0.05605,Increase,0.06416,Increase,0.03734,Increase,0.00802,No Change,0.04536,Increase
31140,"Louisville/Jefferson County, KY-IN",City,Black,-0.03875,No Change,0.02765,No Change,-0.01110,No Change,0.05711,Increase,-0.02209,No Change,0.03503,No Change
31140,"Louisville/Jefferson County, KY-IN",City,Hispanic,0.05323,No Change,0.09657,No Change,0.14980,Increase,-0.08819,Decrease,0.08498,No Change,-0.00321,No Change
31140,"Louisville/Jefferson County, KY-IN",City,Non-Hispanic White,0.06481,Increase,0.08423,Increase,0.14904,Increase,0.05369,Increase,0.03406,Increase,0.08775,Increase
31140,"Louisville/Jefferson County, KY-IN",Metro,All,0.02095,No Change,0.08339,Increase,0.10433,Increase,0.00949,No Change,0.00812,No Change,0.01762,Increase
31140,"Louisville/Jefferson County, KY-IN",Metro,Black,-0.04412,No Change,0.03671,No Change,-0.00741,No Change,0.03330,No Change,-0.03131,No Change,0.00199,No Change
31140,"Louisville/Jefferson County, KY-IN",Metro,Hispanic,0.03828,No Change,0.09254,No Change,0.13082,Increase,-0.06228,Decrease,0.05791,Increase,-0.00437,No Change
31140,"Louisville/Jefferson County, KY-IN",Metro,Non-Hispanic White,0.06740,Increase,0.10400,Increase,0.17141,Increase,0.01970,Increase,0.02175,Increase,0.04145,Increase
31140,"Louisville/Jefferson County, KY-IN",Suburb,All,0.08802,Increase,0.11868,Increase,0.20669,Increase,-0.00917,Decrease,0.00348,No Change,-0.00569,Decrease
31140,"Louisville/Jefferson County, KY-IN",Suburb,Black,0.08451,No Change,0.12224,No Change,0.20675,Increase,-0.00859,No Change,-0.04500,No Change,-0.05359,Decrease
31140,"Louisville/Jefferson County, KY-IN",Suburb,Hispanic,0.03083,No Change,0.08761,No Change,0.11844,No Change,-0.02046,Decrease,0.02677,Increase,0.00631,No Change
31140,"Louisville/Jefferson County, KY-IN",Suburb,Non-Hispanic White,0.08103,Increase,0.11820,Increase,0.19923,Increase,-0.00836,Decrease,0.00751,No Change,-0.00085,No Change
